url,label,topic,confidence,notes
https://en.wikipedia.org/wiki/Paris_Agreement#,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Smart_contract#See_also,1,blockchain,low,Auto-labeled
https://ast.wikipedia.org/wiki/Wikipedia:Tocante_a,0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:UserLogin&returnto=Machine+learning&centralauthLoginToken=2238c1951657137944543056e38edcd2&usesul3=1&useformat=desktop,0,,high,Auto-labeled
https://ady.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D0%B5:%D0%9B%D1%8A%D1%8D%D0%BF%D0%BA%D1%8A%D1%8D%D0%B3%D1%8A%D1%83_%D3%80%D1%83%D1%85%D1%8C%D0%B0%D0%BF%D3%80#Databox_Installation,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Distributed+ledger#bodyContent,0,,high,Auto-labeled
https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%8B%D1%8F:%D0%A4%D0%BE%D1%80%D1%83%D0%BC,0,,low,Auto-labeled
https://am.wikipedia.org/wiki/%E1%8A%A5%E1%88%AD%E1%8B%B3%E1%89%B3:%E1%8B%AD%E1%8B%9E%E1%89%B3#washra_-_ዋሽራ,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Global_warming#bodyContent,1,climate_science,low,Auto-labeled
https://av.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%91%D0%B0%D1%8F%D0%BD,0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:UserLogin&returnto=Carbon+footprint&centralauthLoginToken=80006b66d1c7ee4ea1c5ad72b7dba87f&usesul3=1&useformat=desktop,1,climate_science,low,Auto-labeled
https://www.wikidata.org/wiki/Special:SpecialPages,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Machine_learning#Statistics,1,machine_learning,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:Search&profile=advanced&search=&fulltext=1,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Climate+change,1,climate_science,low,Auto-labeled
https://wikimediafoundation.org/news/category/our-projects/,0,,low,Auto-labeled
https://be.wikipedia.org/w/index.php?title=%D0%90%D0%B4%D0%BC%D1%8B%D1%81%D0%BB%D0%BE%D0%B2%D0%B0%D0%B5:CreateAccount&returnto=%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%80%D0%BA%D0%B0%D0%B2%D0%B0%D0%BD%D1%8B+%D1%80%D1%8D%D0%B5%D1%81%D1%82%D1%80,0,,low,Auto-labeled
https://foundation.wikimedia.org/wiki/Privacy_policy,0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:CreateAccount&returnto=Intergovernmental+Panel+on+Climate+Change&centralauthLoginToken=45e119d37deef43b1765bf5718ee9cbe&usesul3=1&useformat=desktop,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:UrlShortener?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUserLogin%26centralauthLoginToken%3D4144ecabd9d6616e877ab3bee3aff5bf%26returnto%3DArtificial%2Bintelligence%26useformat%3Ddesktop%26usesul3%3D1#bodyContent,0,,high,Auto-labeled
https://an.wikipedia.org/w/index.php?title=Especial:Encetar_sesi%C3%B3n&returnto=Wikipedia%3AAduya,0,,high,Auto-labeled
https://zh-min-nan.wikipedia.org/wiki/Portal:Sin-b%C3%BBn_s%C5%AB-ki%C4%81%E2%81%BF#9_goe̍h,0,,high,Auto-labeled
https://www.mediawiki.org/wiki/Special:MyLanguage/Help:Recent_changes#bodyContent,0,,high,Auto-labeled
https://als.wikipedia.org/wiki/Spezial:Zuefelligi_Syte,0,,low,Auto-labeled
https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A8%D9%88%D8%A7%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9,0,,low,Auto-labeled
https://arc.wikipedia.org/wiki/%DC%95%DC%9D%DC%A0%DC%A2%DC%9D%DC%90:%DC%92%DC%A8%DC%9D%DC%90,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change#Structure,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:UrlShortener?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3Da7cad5cbdd71ef3bd3c35c23ae7b65c4%26returnto%3DDeep%2Blearning%26useformat%3Ddesktop%26usesul3%3D1#bodyContent,0,,high,Auto-labeled
https://as.wikipedia.org/wiki/%E0%A7%B1%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%AC%E0%A7%83%E0%A6%A4%E0%A7%8D%E0%A6%A4#বাহ্যিক_সংযোগ,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Deep_learning,1,machine_learning,low,Auto-labeled
https://ca.wikipedia.org/wiki/Xarxa_neuronal#Intel·ligència_artificial,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Ethereum#Transition_to_proof-of-stake,1,blockchain,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3Dcf6c8fea56b72701c3f3dd4ce7c53e2b%26returnto%3DBlockchain%26useformat%3Ddesktop%26usesul3%3D1,1,blockchain,low,Auto-labeled
https://donate.wikimedia.org/who-we-are/,0,,low,Auto-labeled
https://bh.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%85%E0%A4%A8%E0%A5%81%E0%A4%B0%E0%A5%8B%E0%A4%A7,0,,low,Auto-labeled
https://ady.wikipedia.org/wiki/Special:Random,0,,high,Auto-labeled
https://sn.wikipedia.org/wiki/Wikipedia:Ungamo_wenharaunda,0,,low,Auto-labeled
https://av.wikipedia.org/w/index.php?title=%D0%A5%D1%8A%D1%83%D0%BB%D1%83%D1%85%D1%8A%D0%B0%D0%BB%D1%8A%D1%83%D0%BB%D0%B0%D0%B1:%D0%96%D0%B0%D0%BD%D0%B8%D0%B2%D0%B5_%D0%BB%D1%8A%D1%83%D0%B3%D1%8C%D0%B8%D0%BD&returnto=%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F%3A%D0%91%D0%B0%D0%B9%D0%B1%D0%B8%D1%85%D1%8C%D0%B8,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Decentralized+finance,0,blockchain,high,Auto-labeled
https://frp.wikipedia.org/wiki/Sp%C3%A8ci%C3%A2l:D%C3%A8rri%C3%A9rs_changements,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:UrlShortener?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3D80006b66d1c7ee4ea1c5ad72b7dba87f%26returnto%3DCarbon%2Bfootprint%26useformat%3Ddesktop%26usesul3%3D1,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Climate_change#Global_temperature_rise,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3AQrCode%26url%3Dhttps%253A%252F%252Fauth.wikimedia.org%252Fenwiki%252Fw%252Findex.php%253Ftitle%253DSpecial%253AUserLogin%2526centralauthLoginToken%253D55b155b4f863169a188df3ff30d438bf%2526returnto%253DMachine%252Blearning%2526useformat%253Ddesktop%2526usesul3%253D1,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#Legacy,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Deep_learning#Before_1980,1,machine_learning,low,Auto-labeled
https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change#Origins,1,climate_science,low,Auto-labeled
https://donate.wikimedia.org/wiki/Problems_donating,0,,low,Auto-labeled
https://am.wikipedia.org/wiki/%E1%8A%A5%E1%88%AD%E1%8B%B3%E1%89%B3:%E1%8B%AD%E1%8B%9E%E1%89%B3#,0,,low,Auto-labeled
https://bh.wikipedia.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%96%E0%A5%8D%E0%A4%AF_%E0%A4%AA%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE,0,,low,Auto-labeled
https://ang.wikipedia.org/w/index.php?title=Syndrig:CreateAccount&returnto=Wikip%C7%A3dia%3AGeong+gelimp,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3D00b68de8fbec187999eaaa74fa010438%26returnto%3DPortal%253ACurrent%2Bevents%26useformat%3Ddesktop%26usesul3%3D1,0,,high,Auto-labeled
https://bjn.wikipedia.org/wiki/Wikipidia:Bak_karangan,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Paris+Agreement,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Main+Page&returntoquery=action%3Dhistory,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Wikipedia%3ACommunity+portal,0,,high,Auto-labeled
https://alt.wikipedia.org/wiki/%D0%90%D2%A5%D1%8B%D0%BB%D1%83:%D0%9F%D0%BE%D0%B8%D1%81%D0%BA,0,,low,Auto-labeled
https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=en.wikipedia.org&uselang=en#mw-head,0,,low,Auto-labeled
https://donate.wikimedia.org/w/index.php?title=Special:UserLogin&returnto=Special%3ALandingPage,0,,high,Auto-labeled
https://collab.wikimedia.org/wiki/Main_Page,0,,high,Auto-labeled
https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%84%D9%8A%D8%A7%D9%85_%D9%81%D9%8A%D9%84%D9%8A%D8%A8%D8%B3_(%D9%83%D8%A7%D8%AA%D8%A8)#bodyContent,0,,low,Auto-labeled
https://frp.wikipedia.org/wiki/Vouiquip%C3%A8dia:Re%C3%A7ua_ux_nov%C3%A9ls_vegnus,0,,low,Auto-labeled
https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=en.wikipedia.org&uselang=en#searchInput,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUrlShortener%26url%3Dhttps%253A%252F%252Fauth.wikimedia.org%252Fenwiki%252Fw%252Findex.php%253Ftitle%253DSpecial%253ACreateAccount%2526centralauthLoginToken%253Da7cad5cbdd71ef3bd3c35c23ae7b65c4%2526returnto%253DDeep%252Blearning%2526useformat%253Ddesktop%2526usesul3%253D1,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUserLogin%26centralauthLoginToken%3D4e99d3fcf08b7607ae854a429ebdf0e3%26returnto%3DBitcoin%26useformat%3Ddesktop%26usesul3%3D1,1,blockchain,low,Auto-labeled
https://ang.wikipedia.org/wiki/Help:Inno%C3%BE#bodyContent,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=William+Phillips+%28editor%29,0,,high,Auto-labeled
https://map-bms.wikipedia.org/wiki/Mirunggan:Kaca_sembarang,0,,low,Auto-labeled
https://www.hcaptcha.com/incentive-abuse.html,0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:CreateAccount&returnto=Wikipedia%3AFile+upload+wizard&centralauthLoginToken=cfafc0ebb64feeeac0efc24d61cdb972&usesul3=1&useformat=desktop&campaign=loginCTA,0,,high,Auto-labeled
https://ca.wikipedia.org/wiki/Ajuda:Registrar-se,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/MediaWiki_talk:Recentchangestext#Filter_options_changes,0,,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=An_Ocean_of_Doubt&action=edit,0,,low,Auto-labeled
https://ady.wikipedia.org/wiki/Special:Search,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Machine_learning#bodyContent,1,machine_learning,low,Auto-labeled
https://www.mediawiki.org/wiki/Special:RecentChanges,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Deep+learning#bodyContent,0,,high,Auto-labeled
https://collab.wikimedia.org/w/index.php?title=Special:UserLogin&returnto=Fundraising%2FDonatewiki+documentation,0,,high,Auto-labeled
https://ang.wikipedia.org/wiki/Wikip%C7%A3dia:Se_%C3%9Eorpes_Wella,0,,low,Auto-labeled
https://an.wikipedia.org/w/index.php?title=Especial:Encetar_sesi%C3%B3n&returnto=Wikipedia%3AComunidat,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Greenhouse+gas,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Special%3ASearch,0,,high,Auto-labeled
https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=ang.wikipedia.org&uselang=ang,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUserLogin%26centralauthLoginToken%3D1f1bdb54b5d882fe08ced1991137f1a4%26returnto%3DSustainability%26useformat%3Ddesktop%26usesul3%3D1,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Rodeem_Brown,0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:CreateAccount&returnto=Deep+learning&centralauthLoginToken=10e738125f1df5c9726a9c155d67bf5f&usesul3=1&useformat=desktop,0,,high,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:CreateAccount&returnto=Portal%3ACurrent+events&centralauthLoginToken=f9890cc1a72bc44628edd538f2aa3d2f&usesul3=1&useformat=desktop&campaign=loginCTA,0,,high,Auto-labeled
https://donate.wikimedia.org/wiki/Special:FundraiserRedirector#mw-head,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3ASearch%26fulltext%3D1%26profile%3Dall%26search%3D,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#Celebrations_in_the_Commonwealth,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Climate+change#bodyContent,1,climate_science,low,Auto-labeled
https://zh-min-nan.wikipedia.org/w/index.php?title=Tek-pia%CC%8Dt:%E7%94%A8%E6%88%B6%E8%BA%92%E5%BA%95&returnto=Wikipedia%3AChi%C5%AB%E2%81%BF-b%C4%81ng,0,,low,Auto-labeled
https://ca.wikipedia.org/wiki/Especial:Cerca,0,,high,Auto-labeled
https://as.wikipedia.org/wiki/%E0%A7%B1%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%9A%27%E0%A7%B0%E0%A6%BE:%E0%A6%B6%E0%A7%87%E0%A6%B9%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC%E0%A6%BE_%E0%A6%98%E0%A6%9F%E0%A6%A8%E0%A6%BE%E0%A7%B1%E0%A6%B2%E0%A7%80#মে',0,,low,Auto-labeled
https://www.wikidata.org/wiki/Special:EntityPage/Q8016860#sitelinks-wikipedia,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Carbon_footprint#,1,climate_science,low,Auto-labeled
https://en.wikipedia.org/wiki/Special:UrlShortener?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUserLogin%26centralauthLoginToken%3D1e510022320b0b5934c8eb3bfb2430a5%26returnto%3DSpecial%253ARecentChanges%26useformat%3Ddesktop%26usesul3%3D1,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3Dfa26d9cf48395f3030044c045f6b36bf%26returnto%3DMachine%2Blearning%26useformat%3Ddesktop%26usesul3%3D1,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Supervised+learning#bodyContent,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Special%3AQrCode&returntoquery=url%3Dhttps%253A%252F%252Fen.wikipedia.org%252Fwiki%252FSpecial%253ASearch,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Proof_of_work#List_of_proof-of-work_functions,1,blockchain,low,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Sustainability#bodyContent,1,climate_science,low,Auto-labeled
https://zh-min-nan.wikipedia.org/wiki/Th%C3%A2u-ia%CC%8Dh,0,,low,Auto-labeled
https://en.wikipedia.org/wiki/Wikipedia:Contents,0,,high,Auto-labeled
https://en.wikipedia.org/wiki/Special:Random#bodyContent,0,,high,Auto-labeled
https://en.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FSpecial%3ARecentChanges,0,,high,Auto-labeled
https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%86%E0%A6%AA%E0%A6%B2%E0%A7%8B%E0%A6%A1,0,,low,Auto-labeled
"https://en.wikipedia.org/wiki/Talk:Boneh-ye_Abbas,_Khuzestan",0,,low,Auto-labeled
https://en.wikipedia.org/enwiki/w/index.php?title=Special:UserLogin&returnto=Machine+learning&centralauthLoginToken=eae135866b8912f3ebc1e75eacec959b&usesul3=1&useformat=desktop,0,,high,Auto-labeled
